starttime	seconds	ctime	dtime	ttime	wait
Mon Oct 03 20:52:23 2022	1664797943	2	44	45	43
Mon Oct 03 20:52:23 2022	1664797943	0	46	46	44
Mon Oct 03 20:52:23 2022	1664797943	2	511	513	511
Mon Oct 03 20:52:23 2022	1664797943	3	511	513	511
Mon Oct 03 20:52:23 2022	1664797943	3	514	517	514
Mon Oct 03 20:52:23 2022	1664797943	3	519	522	519
Mon Oct 03 20:52:23 2022	1664797943	3	540	543	540
Mon Oct 03 20:52:23 2022	1664797943	3	544	547	544
Mon Oct 03 20:52:23 2022	1664797943	3	546	549	545
Mon Oct 03 20:52:23 2022	1664797943	3	569	571	568
Mon Oct 03 20:52:23 2022	1664797943	3	570	573	570
Mon Oct 03 20:52:23 2022	1664797943	3	570	573	570
Mon Oct 03 20:52:23 2022	1664797943	3	574	577	574
Mon Oct 03 20:52:23 2022	1664797943	2	586	587	585
Mon Oct 03 20:52:23 2022	1664797943	3	585	587	584
Mon Oct 03 20:52:23 2022	1664797943	3	596	599	596
Mon Oct 03 20:52:23 2022	1664797943	3	597	600	597
Mon Oct 03 20:52:23 2022	1664797943	2	604	605	603
Mon Oct 03 20:52:23 2022	1664797943	2	604	606	604
Mon Oct 03 20:52:23 2022	1664797943	2	614	616	614
Mon Oct 03 20:52:23 2022	1664797943	3	616	619	616
Mon Oct 03 20:52:23 2022	1664797943	2	617	620	617
Mon Oct 03 20:52:29 2022	1664797949	0	621	621	621
Mon Oct 03 20:52:23 2022	1664797943	3	623	626	623
Mon Oct 03 20:52:23 2022	1664797943	3	662	665	662
Mon Oct 03 20:52:23 2022	1664797943	3	668	671	668
Mon Oct 03 20:52:23 2022	1664797943	3	675	677	674
Mon Oct 03 20:52:23 2022	1664797943	3	677	680	677
Mon Oct 03 20:52:23 2022	1664797943	2	684	686	684
Mon Oct 03 20:52:44 2022	1664797964	0	688	688	688
Mon Oct 03 20:52:23 2022	1664797943	1	691	692	691
Mon Oct 03 20:52:43 2022	1664797963	0	692	692	692
Mon Oct 03 20:52:23 2022	1664797943	2	697	699	696
Mon Oct 03 20:52:23 2022	1664797943	3	701	703	700
Mon Oct 03 20:52:23 2022	1664797943	2	703	705	702
Mon Oct 03 20:52:23 2022	1664797943	1	709	710	709
Mon Oct 03 20:52:43 2022	1664797963	0	712	712	712
Mon Oct 03 20:52:43 2022	1664797963	0	713	713	712
Mon Oct 03 20:52:23 2022	1664797943	2	713	715	713
Mon Oct 03 20:52:23 2022	1664797943	2	730	732	730
Mon Oct 03 20:52:43 2022	1664797963	0	738	738	737
Mon Oct 03 20:52:43 2022	1664797963	0	742	742	739
Mon Oct 03 20:52:43 2022	1664797963	0	746	746	745
Mon Oct 03 20:52:43 2022	1664797963	0	749	749	749
Mon Oct 03 20:52:43 2022	1664797963	0	751	751	749
Mon Oct 03 20:52:43 2022	1664797963	0	755	755	754
Mon Oct 03 20:52:29 2022	1664797949	0	758	758	758
Mon Oct 03 20:52:43 2022	1664797963	0	760	760	760
Mon Oct 03 20:52:43 2022	1664797963	0	762	762	761
Mon Oct 03 20:52:28 2022	1664797948	0	762	762	762
Mon Oct 03 20:52:23 2022	1664797943	3	763	765	762
Mon Oct 03 20:52:23 2022	1664797943	3	768	771	768
Mon Oct 03 20:52:43 2022	1664797963	0	772	772	771
Mon Oct 03 20:52:24 2022	1664797944	0	774	774	773
Mon Oct 03 20:52:43 2022	1664797963	0	774	774	772
Mon Oct 03 20:52:43 2022	1664797963	0	775	775	774
Mon Oct 03 20:52:30 2022	1664797950	0	775	775	775
Mon Oct 03 20:52:43 2022	1664797963	0	775	775	775
Mon Oct 03 20:52:23 2022	1664797943	1	774	776	774
Mon Oct 03 20:52:43 2022	1664797963	0	777	777	777
Mon Oct 03 20:52:43 2022	1664797963	0	778	778	778
Mon Oct 03 20:52:23 2022	1664797943	3	776	779	776
Mon Oct 03 20:52:43 2022	1664797963	0	780	780	779
Mon Oct 03 20:52:43 2022	1664797963	0	780	780	780
Mon Oct 03 20:52:23 2022	1664797943	3	778	781	778
Mon Oct 03 20:52:29 2022	1664797949	0	783	783	783
Mon Oct 03 20:52:23 2022	1664797943	3	781	784	781
Mon Oct 03 20:52:28 2022	1664797948	0	789	789	788
Mon Oct 03 20:52:43 2022	1664797963	0	790	790	789
Mon Oct 03 20:52:43 2022	1664797963	0	790	790	789
Mon Oct 03 20:52:28 2022	1664797948	0	794	794	794
Mon Oct 03 20:52:23 2022	1664797943	3	792	795	792
Mon Oct 03 20:52:43 2022	1664797963	0	797	797	796
Mon Oct 03 20:52:28 2022	1664797948	0	799	799	799
Mon Oct 03 20:52:28 2022	1664797948	0	801	802	801
Mon Oct 03 20:52:23 2022	1664797943	3	803	805	802
Mon Oct 03 20:52:23 2022	1664797943	3	803	806	803
Mon Oct 03 20:52:23 2022	1664797943	3	804	807	803
Mon Oct 03 20:52:29 2022	1664797949	0	807	808	807
Mon Oct 03 20:52:23 2022	1664797943	2	808	810	807
Mon Oct 03 20:52:28 2022	1664797948	0	810	810	810
Mon Oct 03 20:52:25 2022	1664797945	0	811	811	811
Mon Oct 03 20:52:28 2022	1664797948	0	811	811	811
Mon Oct 03 20:52:29 2022	1664797949	0	811	811	811
Mon Oct 03 20:52:27 2022	1664797947	0	811	811	811
Mon Oct 03 20:52:23 2022	1664797943	3	809	812	809
Mon Oct 03 20:52:28 2022	1664797948	0	813	813	812
Mon Oct 03 20:52:25 2022	1664797945	0	813	813	812
Mon Oct 03 20:52:25 2022	1664797945	0	813	813	813
Mon Oct 03 20:52:23 2022	1664797943	3	812	814	812
Mon Oct 03 20:52:30 2022	1664797950	0	816	816	816
Mon Oct 03 20:52:30 2022	1664797950	0	816	816	816
Mon Oct 03 20:52:28 2022	1664797948	0	818	818	818
Mon Oct 03 20:52:28 2022	1664797948	0	821	821	821
Mon Oct 03 20:52:43 2022	1664797963	0	822	822	822
Mon Oct 03 20:52:43 2022	1664797963	0	822	822	822
Mon Oct 03 20:52:28 2022	1664797948	0	823	823	823
Mon Oct 03 20:52:28 2022	1664797948	0	824	824	824
Mon Oct 03 20:52:23 2022	1664797943	2	823	826	823
Mon Oct 03 20:52:29 2022	1664797949	0	826	826	826
Mon Oct 03 20:52:43 2022	1664797963	0	827	827	827
Mon Oct 03 20:52:25 2022	1664797945	0	828	828	828
Mon Oct 03 20:52:25 2022	1664797945	0	831	831	831
Mon Oct 03 20:52:28 2022	1664797948	0	831	831	831
Mon Oct 03 20:52:23 2022	1664797943	3	829	831	828
Mon Oct 03 20:52:43 2022	1664797963	0	832	832	832
Mon Oct 03 20:52:29 2022	1664797949	0	832	832	832
Mon Oct 03 20:52:28 2022	1664797948	0	833	833	832
Mon Oct 03 20:52:43 2022	1664797963	0	833	833	833
Mon Oct 03 20:52:23 2022	1664797943	3	831	834	831
Mon Oct 03 20:52:43 2022	1664797963	0	835	835	834
Mon Oct 03 20:52:27 2022	1664797947	0	835	835	835
Mon Oct 03 20:52:25 2022	1664797945	0	836	837	836
Mon Oct 03 20:52:28 2022	1664797948	0	837	837	837
Mon Oct 03 20:52:23 2022	1664797943	2	836	838	835
Mon Oct 03 20:52:24 2022	1664797944	0	839	839	839
Mon Oct 03 20:52:23 2022	1664797943	2	837	839	837
Mon Oct 03 20:52:29 2022	1664797949	0	839	839	839
Mon Oct 03 20:52:29 2022	1664797949	0	840	840	839
Mon Oct 03 20:52:23 2022	1664797943	1	839	840	839
Mon Oct 03 20:52:32 2022	1664797952	0	840	840	840
Mon Oct 03 20:52:28 2022	1664797948	0	841	841	840
Mon Oct 03 20:52:23 2022	1664797943	3	838	841	838
Mon Oct 03 20:52:28 2022	1664797948	0	841	841	841
Mon Oct 03 20:52:43 2022	1664797963	0	841	841	841
Mon Oct 03 20:52:29 2022	1664797949	0	841	841	841
Mon Oct 03 20:52:25 2022	1664797945	0	842	842	841
Mon Oct 03 20:52:43 2022	1664797963	0	842	842	840
Mon Oct 03 20:52:27 2022	1664797947	0	842	843	842
Mon Oct 03 20:52:43 2022	1664797963	0	845	845	844
Mon Oct 03 20:52:28 2022	1664797948	0	848	848	848
Mon Oct 03 20:52:23 2022	1664797943	3	846	849	846
Mon Oct 03 20:52:27 2022	1664797947	0	849	849	849
Mon Oct 03 20:52:30 2022	1664797950	0	849	849	849
Mon Oct 03 20:52:28 2022	1664797948	0	849	850	849
Mon Oct 03 20:52:23 2022	1664797943	3	847	850	847
Mon Oct 03 20:52:28 2022	1664797948	0	851	851	851
Mon Oct 03 20:52:30 2022	1664797950	0	851	852	851
Mon Oct 03 20:52:23 2022	1664797943	3	849	852	849
Mon Oct 03 20:52:25 2022	1664797945	0	852	852	852
Mon Oct 03 20:52:23 2022	1664797943	3	850	853	850
Mon Oct 03 20:52:28 2022	1664797948	0	853	853	853
Mon Oct 03 20:52:28 2022	1664797948	0	855	855	854
Mon Oct 03 20:52:23 2022	1664797943	2	853	855	853
Mon Oct 03 20:52:28 2022	1664797948	0	856	856	856
Mon Oct 03 20:52:28 2022	1664797948	0	856	856	856
Mon Oct 03 20:52:28 2022	1664797948	0	857	857	856
Mon Oct 03 20:52:27 2022	1664797947	0	857	857	856
Mon Oct 03 20:52:24 2022	1664797944	0	857	857	857
Mon Oct 03 20:52:28 2022	1664797948	0	857	857	857
Mon Oct 03 20:52:24 2022	1664797944	0	858	858	857
Mon Oct 03 20:52:32 2022	1664797952	0	858	858	858
Mon Oct 03 20:52:23 2022	1664797943	1	857	858	857
Mon Oct 03 20:52:25 2022	1664797945	0	859	859	858
Mon Oct 03 20:52:30 2022	1664797950	0	859	859	859
Mon Oct 03 20:52:28 2022	1664797948	0	859	859	859
Mon Oct 03 20:52:30 2022	1664797950	0	860	860	860
Mon Oct 03 20:52:29 2022	1664797949	0	861	861	861
Mon Oct 03 20:52:27 2022	1664797947	0	861	861	861
Mon Oct 03 20:52:43 2022	1664797963	0	862	862	862
Mon Oct 03 20:52:24 2022	1664797944	0	863	863	863
Mon Oct 03 20:52:30 2022	1664797950	0	863	863	863
Mon Oct 03 20:52:42 2022	1664797962	0	863	863	863
Mon Oct 03 20:52:23 2022	1664797943	3	861	864	861
Mon Oct 03 20:52:23 2022	1664797943	3	862	865	862
Mon Oct 03 20:52:28 2022	1664797948	0	865	865	864
Mon Oct 03 20:52:28 2022	1664797948	0	865	865	865
Mon Oct 03 20:52:43 2022	1664797963	0	865	865	865
Mon Oct 03 20:52:28 2022	1664797948	0	865	865	865
Mon Oct 03 20:52:25 2022	1664797945	0	866	866	865
Mon Oct 03 20:52:28 2022	1664797948	0	866	866	866
Mon Oct 03 20:52:27 2022	1664797947	0	866	866	866
Mon Oct 03 20:52:24 2022	1664797944	0	866	867	866
Mon Oct 03 20:52:24 2022	1664797944	0	866	867	866
Mon Oct 03 20:52:32 2022	1664797952	0	867	867	866
Mon Oct 03 20:52:25 2022	1664797945	0	867	867	867
Mon Oct 03 20:52:25 2022	1664797945	0	868	868	868
Mon Oct 03 20:52:33 2022	1664797953	0	869	869	868
Mon Oct 03 20:52:27 2022	1664797947	0	869	869	868
Mon Oct 03 20:52:25 2022	1664797945	0	869	869	869
Mon Oct 03 20:52:28 2022	1664797948	0	872	872	871
Mon Oct 03 20:52:27 2022	1664797947	0	872	872	872
Mon Oct 03 20:52:27 2022	1664797947	0	873	873	873
Mon Oct 03 20:52:24 2022	1664797944	0	873	874	873
Mon Oct 03 20:52:25 2022	1664797945	0	874	874	873
Mon Oct 03 20:52:29 2022	1664797949	0	875	875	875
Mon Oct 03 20:52:25 2022	1664797945	0	875	875	875
Mon Oct 03 20:52:24 2022	1664797944	0	876	876	875
Mon Oct 03 20:52:24 2022	1664797944	0	876	876	875
Mon Oct 03 20:52:25 2022	1664797945	0	876	876	876
Mon Oct 03 20:52:33 2022	1664797953	0	877	877	876
Mon Oct 03 20:52:28 2022	1664797948	0	878	878	877
Mon Oct 03 20:52:24 2022	1664797944	0	878	878	878
Mon Oct 03 20:52:39 2022	1664797959	0	878	878	878
Mon Oct 03 20:52:23 2022	1664797943	3	877	880	877
Mon Oct 03 20:52:23 2022	1664797943	3	877	880	877
Mon Oct 03 20:52:26 2022	1664797946	0	881	881	881
Mon Oct 03 20:52:27 2022	1664797947	0	882	882	881
Mon Oct 03 20:52:25 2022	1664797945	0	882	882	882
Mon Oct 03 20:52:30 2022	1664797950	0	882	882	881
Mon Oct 03 20:52:33 2022	1664797953	0	882	882	882
Mon Oct 03 20:52:23 2022	1664797943	1	881	882	880
Mon Oct 03 20:52:25 2022	1664797945	0	882	882	882
Mon Oct 03 20:52:24 2022	1664797944	0	882	882	882
Mon Oct 03 20:52:41 2022	1664797961	0	882	882	882
Mon Oct 03 20:52:26 2022	1664797946	0	882	882	882
Mon Oct 03 20:52:28 2022	1664797948	0	883	883	883
Mon Oct 03 20:52:27 2022	1664797947	0	883	883	883
Mon Oct 03 20:52:43 2022	1664797963	0	884	884	883
Mon Oct 03 20:52:24 2022	1664797944	0	884	884	884
Mon Oct 03 20:52:32 2022	1664797952	0	885	885	885
Mon Oct 03 20:52:32 2022	1664797952	0	885	886	885
Mon Oct 03 20:52:32 2022	1664797952	0	886	886	885
Mon Oct 03 20:52:30 2022	1664797950	0	886	886	885
Mon Oct 03 20:52:28 2022	1664797948	0	886	886	886
Mon Oct 03 20:52:23 2022	1664797943	2	885	887	885
Mon Oct 03 20:52:23 2022	1664797943	2	885	887	885
Mon Oct 03 20:52:23 2022	1664797943	3	886	888	885
Mon Oct 03 20:52:33 2022	1664797953	0	889	889	889
Mon Oct 03 20:52:26 2022	1664797946	0	890	890	889
Mon Oct 03 20:52:23 2022	1664797943	2	888	890	888
Mon Oct 03 20:52:28 2022	1664797948	0	890	890	890
Mon Oct 03 20:52:31 2022	1664797951	0	890	890	890
Mon Oct 03 20:52:30 2022	1664797950	0	891	891	890
Mon Oct 03 20:52:25 2022	1664797945	0	892	892	892
Mon Oct 03 20:52:43 2022	1664797963	0	892	892	892
Mon Oct 03 20:52:33 2022	1664797953	0	892	892	892
Mon Oct 03 20:52:27 2022	1664797947	0	893	893	892
Mon Oct 03 20:52:28 2022	1664797948	0	893	893	893
Mon Oct 03 20:52:42 2022	1664797962	0	893	893	893
Mon Oct 03 20:52:26 2022	1664797946	0	893	893	893
Mon Oct 03 20:52:23 2022	1664797943	1	892	893	892
Mon Oct 03 20:52:28 2022	1664797948	0	893	893	893
Mon Oct 03 20:52:28 2022	1664797948	0	893	893	893
Mon Oct 03 20:52:27 2022	1664797947	0	894	894	893
Mon Oct 03 20:52:26 2022	1664797946	0	894	894	894
Mon Oct 03 20:52:30 2022	1664797950	0	894	894	894
Mon Oct 03 20:52:36 2022	1664797956	0	894	894	894
Mon Oct 03 20:52:23 2022	1664797943	2	893	894	892
Mon Oct 03 20:52:36 2022	1664797956	0	894	894	894
Mon Oct 03 20:52:23 2022	1664797943	3	891	894	891
Mon Oct 03 20:52:30 2022	1664797950	0	894	894	894
Mon Oct 03 20:52:24 2022	1664797944	0	894	895	894
Mon Oct 03 20:52:39 2022	1664797959	0	895	895	894
Mon Oct 03 20:52:29 2022	1664797949	0	895	895	895
Mon Oct 03 20:52:27 2022	1664797947	0	895	895	895
Mon Oct 03 20:52:23 2022	1664797943	2	894	896	894
Mon Oct 03 20:52:28 2022	1664797948	0	897	897	897
Mon Oct 03 20:52:28 2022	1664797948	0	898	898	897
Mon Oct 03 20:52:23 2022	1664797943	2	897	898	896
Mon Oct 03 20:52:36 2022	1664797956	0	898	898	898
Mon Oct 03 20:52:28 2022	1664797948	0	898	899	898
Mon Oct 03 20:52:28 2022	1664797948	0	899	899	898
Mon Oct 03 20:52:30 2022	1664797950	0	899	899	899
Mon Oct 03 20:52:30 2022	1664797950	0	899	899	899
Mon Oct 03 20:52:24 2022	1664797944	0	899	899	899
Mon Oct 03 20:52:28 2022	1664797948	0	900	901	900
Mon Oct 03 20:52:25 2022	1664797945	0	901	901	900
Mon Oct 03 20:52:41 2022	1664797961	0	901	901	901
Mon Oct 03 20:52:27 2022	1664797947	0	901	901	901
Mon Oct 03 20:52:34 2022	1664797954	0	901	901	901
Mon Oct 03 20:52:28 2022	1664797948	0	901	901	901
Mon Oct 03 20:52:24 2022	1664797944	0	902	902	902
Mon Oct 03 20:52:27 2022	1664797947	0	902	902	902
Mon Oct 03 20:52:27 2022	1664797947	0	902	902	902
Mon Oct 03 20:52:43 2022	1664797963	0	902	903	902
Mon Oct 03 20:52:25 2022	1664797945	0	903	903	902
Mon Oct 03 20:52:25 2022	1664797945	0	903	903	902
Mon Oct 03 20:52:36 2022	1664797956	0	903	903	903
Mon Oct 03 20:52:27 2022	1664797947	0	904	904	903
Mon Oct 03 20:52:28 2022	1664797948	0	904	904	903
Mon Oct 03 20:52:25 2022	1664797945	0	904	904	903
Mon Oct 03 20:52:31 2022	1664797951	0	904	904	904
Mon Oct 03 20:52:32 2022	1664797952	0	904	904	904
Mon Oct 03 20:52:33 2022	1664797953	0	904	905	904
Mon Oct 03 20:52:35 2022	1664797955	0	904	905	904
Mon Oct 03 20:52:41 2022	1664797961	0	904	905	904
Mon Oct 03 20:52:42 2022	1664797962	0	905	905	904
Mon Oct 03 20:52:32 2022	1664797952	0	905	905	904
Mon Oct 03 20:52:27 2022	1664797947	0	905	905	905
Mon Oct 03 20:52:36 2022	1664797956	0	905	905	905
Mon Oct 03 20:52:27 2022	1664797947	0	905	905	905
Mon Oct 03 20:52:41 2022	1664797961	0	905	905	905
Mon Oct 03 20:52:26 2022	1664797946	0	905	905	905
Mon Oct 03 20:52:35 2022	1664797955	0	905	905	905
Mon Oct 03 20:52:43 2022	1664797963	0	905	905	905
Mon Oct 03 20:52:33 2022	1664797953	0	906	906	906
Mon Oct 03 20:52:36 2022	1664797956	0	906	906	906
Mon Oct 03 20:52:36 2022	1664797956	0	906	906	906
Mon Oct 03 20:52:24 2022	1664797944	0	907	907	907
Mon Oct 03 20:52:41 2022	1664797961	0	907	907	907
Mon Oct 03 20:52:35 2022	1664797955	0	907	907	907
Mon Oct 03 20:52:33 2022	1664797953	0	908	908	907
Mon Oct 03 20:52:36 2022	1664797956	0	908	908	908
Mon Oct 03 20:52:33 2022	1664797953	0	908	908	908
Mon Oct 03 20:52:27 2022	1664797947	0	909	909	909
Mon Oct 03 20:52:27 2022	1664797947	0	909	909	909
Mon Oct 03 20:52:43 2022	1664797963	0	910	910	909
Mon Oct 03 20:52:28 2022	1664797948	0	910	910	910
Mon Oct 03 20:52:30 2022	1664797950	0	910	911	910
Mon Oct 03 20:52:28 2022	1664797948	0	911	911	911
Mon Oct 03 20:52:33 2022	1664797953	0	911	911	910
Mon Oct 03 20:52:41 2022	1664797961	0	911	911	911
Mon Oct 03 20:52:28 2022	1664797948	0	911	911	911
Mon Oct 03 20:52:39 2022	1664797959	0	911	911	911
Mon Oct 03 20:52:28 2022	1664797948	0	911	911	911
Mon Oct 03 20:52:33 2022	1664797953	0	911	911	911
Mon Oct 03 20:52:31 2022	1664797951	0	911	911	911
Mon Oct 03 20:52:23 2022	1664797943	2	910	911	910
Mon Oct 03 20:52:28 2022	1664797948	0	912	912	912
Mon Oct 03 20:52:26 2022	1664797946	0	912	912	912
Mon Oct 03 20:52:29 2022	1664797949	0	912	912	912
Mon Oct 03 20:52:23 2022	1664797943	2	911	912	910
Mon Oct 03 20:52:27 2022	1664797947	0	912	913	912
Mon Oct 03 20:52:24 2022	1664797944	0	913	913	912
Mon Oct 03 20:52:24 2022	1664797944	0	913	913	913
Mon Oct 03 20:52:28 2022	1664797948	0	913	913	913
Mon Oct 03 20:52:30 2022	1664797950	0	913	914	913
Mon Oct 03 20:52:27 2022	1664797947	0	914	915	914
Mon Oct 03 20:52:32 2022	1664797952	0	915	915	915
Mon Oct 03 20:52:25 2022	1664797945	0	915	915	915
Mon Oct 03 20:52:24 2022	1664797944	0	915	915	915
Mon Oct 03 20:52:36 2022	1664797956	0	916	916	915
Mon Oct 03 20:52:33 2022	1664797953	0	916	916	915
Mon Oct 03 20:52:32 2022	1664797952	0	916	916	916
Mon Oct 03 20:52:43 2022	1664797963	0	916	916	916
Mon Oct 03 20:52:31 2022	1664797951	0	916	917	916
Mon Oct 03 20:52:23 2022	1664797943	2	915	917	914
Mon Oct 03 20:52:35 2022	1664797955	0	917	917	917
Mon Oct 03 20:52:32 2022	1664797952	0	917	917	917
Mon Oct 03 20:52:24 2022	1664797944	0	917	917	917
Mon Oct 03 20:52:33 2022	1664797953	0	917	917	917
Mon Oct 03 20:52:23 2022	1664797943	2	916	918	916
Mon Oct 03 20:52:39 2022	1664797959	0	918	918	918
Mon Oct 03 20:52:32 2022	1664797952	0	918	918	918
Mon Oct 03 20:52:24 2022	1664797944	0	918	918	918
Mon Oct 03 20:52:25 2022	1664797945	0	919	919	918
Mon Oct 03 20:52:35 2022	1664797955	0	919	919	919
Mon Oct 03 20:52:24 2022	1664797944	0	919	919	919
Mon Oct 03 20:52:41 2022	1664797961	0	919	919	919
Mon Oct 03 20:52:36 2022	1664797956	0	919	919	919
Mon Oct 03 20:52:40 2022	1664797960	0	919	919	919
Mon Oct 03 20:52:32 2022	1664797952	0	920	920	919
Mon Oct 03 20:52:29 2022	1664797949	0	920	920	920
Mon Oct 03 20:52:24 2022	1664797944	0	920	920	919
Mon Oct 03 20:52:34 2022	1664797954	0	920	920	920
Mon Oct 03 20:52:32 2022	1664797952	0	920	920	920
Mon Oct 03 20:52:39 2022	1664797959	0	921	921	920
Mon Oct 03 20:52:24 2022	1664797944	0	921	921	920
Mon Oct 03 20:52:23 2022	1664797943	2	919	921	919
Mon Oct 03 20:52:27 2022	1664797947	0	921	921	921
Mon Oct 03 20:52:32 2022	1664797952	0	922	922	921
Mon Oct 03 20:52:32 2022	1664797952	0	922	922	922
Mon Oct 03 20:52:32 2022	1664797952	0	922	922	922
Mon Oct 03 20:52:32 2022	1664797952	0	922	922	922
Mon Oct 03 20:52:24 2022	1664797944	0	922	922	922
Mon Oct 03 20:52:25 2022	1664797945	0	922	922	922
Mon Oct 03 20:52:26 2022	1664797946	0	922	923	922
Mon Oct 03 20:52:27 2022	1664797947	0	923	923	922
Mon Oct 03 20:52:33 2022	1664797953	0	923	923	922
Mon Oct 03 20:52:27 2022	1664797947	0	923	923	923
Mon Oct 03 20:52:32 2022	1664797952	0	923	923	922
Mon Oct 03 20:52:34 2022	1664797954	0	923	923	923
Mon Oct 03 20:52:33 2022	1664797953	0	923	923	923
Mon Oct 03 20:52:39 2022	1664797959	0	924	924	923
Mon Oct 03 20:52:31 2022	1664797951	0	924	924	924
Mon Oct 03 20:52:35 2022	1664797955	0	925	925	924
Mon Oct 03 20:52:40 2022	1664797960	0	925	925	925
Mon Oct 03 20:52:43 2022	1664797963	0	925	925	925
Mon Oct 03 20:52:26 2022	1664797946	0	925	925	925
Mon Oct 03 20:52:32 2022	1664797952	0	926	926	926
Mon Oct 03 20:52:34 2022	1664797954	0	926	926	926
Mon Oct 03 20:52:41 2022	1664797961	0	926	926	926
Mon Oct 03 20:52:27 2022	1664797947	0	926	926	926
Mon Oct 03 20:52:31 2022	1664797951	0	926	927	926
Mon Oct 03 20:52:40 2022	1664797960	0	927	927	927
Mon Oct 03 20:52:33 2022	1664797953	0	927	927	927
Mon Oct 03 20:52:32 2022	1664797952	0	928	928	927
Mon Oct 03 20:52:30 2022	1664797950	0	928	928	927
Mon Oct 03 20:52:26 2022	1664797946	0	928	928	927
Mon Oct 03 20:52:25 2022	1664797945	0	928	928	927
Mon Oct 03 20:52:23 2022	1664797943	1	926	928	926
Mon Oct 03 20:52:42 2022	1664797962	0	928	928	928
Mon Oct 03 20:52:41 2022	1664797961	0	928	928	928
Mon Oct 03 20:52:32 2022	1664797952	0	928	928	928
Mon Oct 03 20:52:40 2022	1664797960	0	929	929	928
Mon Oct 03 20:52:29 2022	1664797949	0	929	929	929
Mon Oct 03 20:52:25 2022	1664797945	0	929	929	929
Mon Oct 03 20:52:23 2022	1664797943	2	927	929	927
Mon Oct 03 20:52:43 2022	1664797963	0	929	929	929
Mon Oct 03 20:52:28 2022	1664797948	0	930	930	929
Mon Oct 03 20:52:29 2022	1664797949	0	930	930	929
Mon Oct 03 20:52:33 2022	1664797953	0	930	930	930
Mon Oct 03 20:52:30 2022	1664797950	0	930	930	930
Mon Oct 03 20:52:40 2022	1664797960	0	931	931	930
Mon Oct 03 20:52:27 2022	1664797947	0	931	931	931
Mon Oct 03 20:52:33 2022	1664797953	0	931	931	931
Mon Oct 03 20:52:27 2022	1664797947	0	931	931	931
Mon Oct 03 20:52:26 2022	1664797946	0	932	932	932
Mon Oct 03 20:52:33 2022	1664797953	0	932	932	932
Mon Oct 03 20:52:24 2022	1664797944	0	932	932	932
Mon Oct 03 20:52:30 2022	1664797950	0	932	932	932
Mon Oct 03 20:52:26 2022	1664797946	0	933	933	932
Mon Oct 03 20:52:25 2022	1664797945	0	933	933	933
Mon Oct 03 20:52:25 2022	1664797945	0	933	933	933
Mon Oct 03 20:52:30 2022	1664797950	0	933	933	933
Mon Oct 03 20:52:33 2022	1664797953	0	933	933	933
Mon Oct 03 20:52:27 2022	1664797947	0	933	933	933
Mon Oct 03 20:52:32 2022	1664797952	0	933	933	933
Mon Oct 03 20:52:36 2022	1664797956	0	933	933	933
Mon Oct 03 20:52:35 2022	1664797955	0	933	934	933
Mon Oct 03 20:52:29 2022	1664797949	0	934	934	934
Mon Oct 03 20:52:41 2022	1664797961	0	934	934	934
Mon Oct 03 20:52:29 2022	1664797949	0	935	935	934
Mon Oct 03 20:52:35 2022	1664797955	0	935	935	934
Mon Oct 03 20:52:34 2022	1664797954	0	935	935	934
Mon Oct 03 20:52:42 2022	1664797962	0	936	936	936
Mon Oct 03 20:52:30 2022	1664797950	0	936	936	936
Mon Oct 03 20:52:26 2022	1664797946	0	936	936	936
Mon Oct 03 20:52:33 2022	1664797953	0	936	937	936
Mon Oct 03 20:52:25 2022	1664797945	0	937	937	936
Mon Oct 03 20:52:42 2022	1664797962	0	937	937	937
Mon Oct 03 20:52:43 2022	1664797963	0	937	937	937
Mon Oct 03 20:52:32 2022	1664797952	0	937	938	937
Mon Oct 03 20:52:29 2022	1664797949	0	938	938	938
Mon Oct 03 20:52:36 2022	1664797956	0	938	938	938
Mon Oct 03 20:52:35 2022	1664797955	0	938	938	938
Mon Oct 03 20:52:24 2022	1664797944	0	938	938	938
Mon Oct 03 20:52:25 2022	1664797945	0	938	939	938
Mon Oct 03 20:52:25 2022	1664797945	0	939	939	939
Mon Oct 03 20:52:41 2022	1664797961	0	939	939	939
Mon Oct 03 20:52:39 2022	1664797959	0	939	939	939
Mon Oct 03 20:52:24 2022	1664797944	0	939	939	939
Mon Oct 03 20:52:34 2022	1664797954	0	939	940	939
Mon Oct 03 20:52:24 2022	1664797944	0	940	940	939
Mon Oct 03 20:52:32 2022	1664797952	0	940	940	940
Mon Oct 03 20:52:29 2022	1664797949	0	940	940	940
Mon Oct 03 20:52:31 2022	1664797951	0	940	940	940
Mon Oct 03 20:52:24 2022	1664797944	0	940	940	940
Mon Oct 03 20:52:25 2022	1664797945	0	940	940	940
Mon Oct 03 20:52:43 2022	1664797963	0	941	941	941
Mon Oct 03 20:52:39 2022	1664797959	0	941	941	940
Mon Oct 03 20:52:32 2022	1664797952	0	941	941	941
Mon Oct 03 20:52:28 2022	1664797948	0	941	941	941
Mon Oct 03 20:52:36 2022	1664797956	0	941	941	941
Mon Oct 03 20:52:28 2022	1664797948	0	942	942	941
Mon Oct 03 20:52:32 2022	1664797952	0	942	942	942
Mon Oct 03 20:52:32 2022	1664797952	0	943	943	942
Mon Oct 03 20:52:31 2022	1664797951	0	943	943	942
Mon Oct 03 20:52:26 2022	1664797946	0	943	943	943
